bpm,spo2
162.0,97.605714
158.0,97.605714
154.0,97.605714
150.0,98.651946
150.0,97.802616
150.0,97.802616
154.0,97.802616
158.0,97.802616
162.0,97.802616
166.0,97.802616
166.0,97.802616
162.0,97.802616
158.0,97.802616
154.0,97.802616
150.0,97.802616
146.5,97.802616
143.0,97.802616
139.5,97.802616
136.0,97.802616
139.5,97.802616
143.0,97.802616
146.5,97.802616
150.0,97.802616
150.0,97.802616
150.0,97.802616
150.0,97.802616
150.0,97.802616
150.0,97.802616
150.0,97.802616
150.0,97.802616
150.0,97.802616
146.5,97.802616
143.0,97.802616
139.5,97.802616
136.0,97.802616
136.0,97.802616
136.0,97.802616
136.0,97.802616
136.0,97.802616
136.0,97.802616
136.0,97.802616
139.5,97.802616
143.0,97.802616
140.25,97.3998
137.5,97.3998
131.25,97.3998
127.75,97.3998
130.5,97.3998
133.25,97.3998
136.0,97.3998
136.0,97.3998
136.0,97.3998
136.0,97.3998
